"-------------------------------------------------------------------------------------------"
"  Atmospheric CO2 record based on ice core data before 1959 and yearly averages            "
"  of direct observations from Mauna Loa and the South Pole after and                       "
"  including 1959 (from Scripps CO2 Program).                                               "
"                                                                                           "
"  Ice core data from (Ethridge et. al., 1996; MacFarling Meure et al., 2006) and           "
"  yearly averages of direct observations from Mauna Loa and the South Pole after and       "
"  including 1959 (from Scripps CO2 Program).                                               "
"                                                                                           "
"  Annual mean CO2 concentration for Mauna Loa and South Pole starting in 1959.             "
"  These values are derived from seasonally detrended monthly mean values for each station  "
"  that have been filled with values from the spline fit when monthly averages are          "
"  not available. Average values are centered on 1-July of each year.                       "
"                                                                                           "
"  Mauna Loa and South Pole CO2 concentrations are measured on the '12' calibration scale   "
"                                                                                           "  
"  For Mauna Loa Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m     "
"  For South Pole: Latitude 90.0°S Elevation 2810m                                          "
"                                                                                           "
"   Scripps CO2 Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker     "
"   Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                      "
"   Scripps Institution of Oceanography (SIO)                                               "
"   University of California                                                                "
"   La Jolla, California USA 92093-0244                                                     "
"                                                                                           "
"   Status of Scripps CO2 data and correspondence:                                          "
"                                                                                           "
"   These data are subject to revision based on recalibration of standard gases. Questions  "
"   about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and          "
"   and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                  "
"                                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
"   Sample Date,       CO2                                                                  "
"   (year CE),        (ppm)                                                                 "
  13.30, 276.75
  29.52, 277.88
  55.96, 277.38
 104.48, 277.51
 135.98, 278.13
 168.21, 280.05
 202.48, 280.72
 227.90, 281.49
 274.16, 280.13
 302.35, 279.83
 329.24, 278.92
 364.64, 277.05
 428.38, 276.91
 461.24, 276.72
 499.80, 276.36
 536.67, 276.00
 572.00, 277.56
 595.64, 276.90
 631.98, 278.25
 667.94, 279.39
 698.42, 279.70
 729.67, 278.53
 764.50, 278.53
 799.24, 278.55
 857.31, 279.34
 897.44, 278.91
 944.24, 279.12
 968.20, 278.46
1005.00, 280.50
1025.17, 280.83
1058.01, 282.76
1105.37, 282.75
1159.61, 283.88
1207.42, 283.60
1257.56, 282.11
1275.75, 281.13
1306.45, 281.50
1349.66, 280.06
1411.25, 279.62
1429.33, 279.54
1431.00, 282.52
1560.43, 281.75
1588.30, 281.03
1610.41, 271.83
1628.93, 274.50
1640.08, 276.62
1689.59, 276.25
1722.79, 276.94
1734.09, 278.23
1742.73, 276.74
1752.02, 276.39
1763.50, 276.32
1773.74, 277.78
1780.59, 276.78
1794.41, 281.54
1799.56, 281.15
1814.23, 284.34
1826.16, 281.28
1834.51, 283.73
1838.01, 284.07
1844.00, 286.50
1846.00, 283.30
1846.00, 284.96
1849.00, 287.73
1852.29, 288.57
1854.00, 287.03
1859.00, 286.48
1864.00, 285.41
1867.00, 285.22
1869.09, 287.69
1873.00, 287.17
1874.00, 290.52
1884.00, 289.81
1884.35, 289.01
1886.00, 290.62
1889.00, 291.52
1889.00, 292.23
1894.00, 293.84
1896.00, 298.16
1899.00, 296.00
1899.00, 296.21
1902.00, 295.68
1902.00, 294.96
1904.00, 295.12
1909.00, 300.45
1911.50, 298.39
1914.00, 300.02
1914.00, 300.69
1918.63, 303.27
1919.00, 303.55
1923.00, 303.20
1923.58, 305.20
1928.75, 307.77
1929.00, 305.72
1933.00, 307.21
1934.50, 307.82
1936.50, 308.99
1938.00, 309.56
1939.00, 310.94
1940.00, 311.90
1941.00, 310.70
1941.50, 310.30
1942.00, 310.95
1942.00, 311.63
1943.00, 310.51
1943.00, 311.03
1944.00, 311.36
1944.00, 312.14
1944.00, 311.29
1945.00, 309.75
1946.00, 311.46
1947.00, 310.80
1947.00, 309.98
1947.00, 311.46
1948.00, 310.47
1949.00, 311.15
1950.00, 312.55
1953.00, 312.06
1954.00, 311.68
1955.00, 313.49
1955.00, 313.80
1957.00, 314.04
1959.50, 315.81
1960.50, 316.68
1961.50, 317.38
1962.50, 318.04
1963.50, 318.65
1964.50, 319.16
1965.50, 319.72
1966.50, 321.06
1967.50, 321.75
1968.50, 322.53
1969.50, 323.87
1970.50, 325.00
1971.50, 325.72
1972.50, 326.74
1973.50, 328.65
1974.50, 329.36
1975.50, 330.34
1976.50, 331.40
1977.50, 332.97
1978.50, 334.61
1979.50, 335.94
1980.50, 337.85
1981.50, 339.11
1982.50, 340.28
1983.50, 341.98
1984.50, 343.48
1985.50, 344.77
1986.50, 346.16
1987.50, 347.85
1988.50, 350.04
1989.50, 351.56
1990.50, 352.84
1991.50, 354.24
1992.50, 355.18
1993.50, 355.97
1994.50, 357.58
1995.50, 359.52
1996.50, 361.26
1997.50, 362.43
1998.50, 365.14
1999.50, 366.96
2000.50, 368.25
2001.50, 369.65
2002.50, 371.87
2003.50, 374.22
2004.50, 376.01
2005.50, 378.16
2006.50, 380.20
2007.50, 382.07
2008.50, 383.99
2009.50, 385.74
2010.50, 388.00
2011.50, 389.85
2012.50, 392.02
2013.50, 394.78
2014.50, 396.89
2015.50, 399.19
2016.50, 402.43
2017.50, 404.54
2018.50, 406.90
2019.50, 409.53
2020.50, 411.99
